puzzle,solution,clues,difficulty,level
......1.9.45....6.19..3...7.3...62..2...7.3.65...........8..6.......2..3...36.94.,678254139345719862192638457937486215284571396516923784453897621869142573721365948,25,0.0,Beginner
...8.34....59......2....91..5...8.2.96...1.57...6..1..........27...46...1.....5..,619823475435917286827465913351798624964231857278654139543189762782546391196372548,24,0.0,Beginner
.7.........8.1...3..34.25......4..5.6.....2....5179...5......7....8.412.......6.8,174563982258917463963482517839246751617358249425179836582691374796834125341725698,24,0.0,Beginner
46....7...............17.82.2.....6..3...6..4..5.3.91.....4...7......5...9..536..,461825793782394156953617482824971365139586274675432918516249837347168529298753641,23,0.0,Beginner
.5......272..4......81....71...6.4...6.519.2....48.......3.......3...7.6..2....18,354796182721845639698132547189263475467519823235487961516378294843921756972654318,25,0.0,Beginner
.9...1..8..2.87..4..13..2......7...........626.8..45.35...........9.3.1...3.....6,794521638352687194861349257435276981179835462628194573586712349247963815913458726,24,0.0,Beginner
..4..5.....7.34.28.2......5...26...7..1....3.....9..5.....4.76..6...1.........8.9,694825371517934628328716495945263187271458936836197254182549763769381542453672819,23,0.0,Beginner
....2.56.9.431...7...97.3...........47.....1.23.697.......4..26.5.........2....7.,713824569964315287528976341685431792479258613231697458897543126156782934342169875,25,0.0,Beginner
..1.97..4......6........52.....1894...7.....3.4........2...4.5...6.3..1..7.6..3.2,261597834485123679739846521652318947917465283348279165123984756596732418874651392,24,0.0,Beginner
..8.1..5....47....93......7.83..........2.7..52...73.4..6..92.....23....4..8..1..,278913456165478932934562817783694521641325798529187364316749285857231649492856173,25,0.0,Beginner
3...1......93.8....2....6.76..7..4.27.5..4....8....7.........83..49.5.2..........,347612895569378241128459637693781452715294368482563719256147983874935126931826574,23,0.0,Beginner
8.9.2....6...841.5..7.1.26........23.9.1.7....4.9....7.6........83..5.....5....4.,819526734632784195457319268571648923298137456346952817964273581183495672725861349,26,0.0,Beginner
.2......65............9......1...7......8.4.9..83.25.....74..9.35...9.2.1.9.....7,924518376516237948783496215631954782275681439498372561862745193357169824149823657,23,0.0,Beginner
9..7.5.........4.76.....5.....1.2.6.4....6..31.5...8....72.......83.....5....8..1,934715286852693417671824539783142965429586173165937842347251698218369754596478321,23,0.0,Beginner
.....4...57..2..8.6..5..2.3.2.7......91.3.64.......89.18......5..3............17.,312684759579123486648579213426798531891235647735461892187946325253817964964352178,24,0.0,Beginner
.......6..962..34.2.41..8...37..5..294...1.......7....86.....3.3....41....1....8.,183947265796258341254136879637895412948621753512473698865712934379584126421369587,26,0.0,Beginner
....3....16..........1.5........94..42..8..6.7.....5.2..18..6....95....7....6394.,957638214164972358238145796816259473425387169793416582371894625649521837582763941,24,0.0,Beginner
7.63........95...2...6.7.8..8.5..61.25.78.............6.....3..9.....2....8.3.9..,726318594813954762594627183389542617251786439467193825642879351935461278178235946,24,0.0,Beginner
981...3.7.......4..6....2.97..29....634.........8.....543........7.6.......1845..,981452367372619845465738219758296134634571928129843756543927681817365492296184573,25,0.0,Beginner
.........8..3...62791...85.4..6..5...12.........89.....7.1...4...9....2....765.1.,326958174845371962791246853438612597912537486657894231573129648169483725284765319,25,0.0,Beginner
6...75.....7...9.4....6.....2...84.1......5.....1....3.....1.3.3.864...7.1..9....,641975382857213964932864715526738491183429576479156823764581239398642157215397648,23,0.0,Beginner
8....6.2...42......57....89.7...591.....9........4..657.5..........31...4.6....9.,893576421164289753257413689678325914541698372329147865715964238982731546436852197,24,0.0,Beginner
......68..2..7.3.4....32.....1.54..9.8.........91....7256...1.......8..5.3.7.....,743591682125876394698432751371254869482967513569183247256349178917628435834715926,24,0.0,Beginner
..528...36..5.3.71........2.8...17...7..9.........83..1983......6...4.......2..6.,715286493629543871834179652586431729371692584942758316198365247267814935453927168,25,0.0,Beginner
....6..82...8......78...9.41.43.57...........38..9....29..57.1.7....6...........5,435769182912843657678512934164325798529178463387694521293457816751286349846931275,24,0.0,Beginner
9..3...5....876..9........3...........5681...83...4...3.....1..14..9..27.28...6..,967342851513876249284159763692735418475681932831924576359267184146598327728413695,25,0.0,Beginner
3.....7....638.1..79........4.....7.......42.9.12...3......4.....5..1..4....32..8,318469752526387149794125683842513976653798421971246835139854267285671394467932518,23,0.0,Beginner
....9.8...2...7...45....12.7.9.....8..62.....2...3..........96........143..4.65..,613592847928147356457368129749615238136289475285734691574821963862953714391476582,23,0.0,Beginner
.7.5...6...1....83......5.41........86..59....3.42....4..2.1..9..9..76........13.,978534261541692783326718594192873456864159327735426918453261879219387645687945132,25,0.0,Beginner
......4578.....23..5......94.853...1.....6....95..8...72....3.....89.6.4..9......,936281457841759236257643189468537921372916845195428763724165398513892674689374512,25,0.0,Beginner
..64.9.......75..9...62............82.5...3..9...64....73.1.5.28.2....6...4.....1,136489257428175639759623814361752498245891376987364125673918542812547963594236781,25,0.0,Beginner
..8.4....3.16..7....7..3.4..6........3......6.....4.92..28...1....5....9193..2...,928147563341659728657283941864925137239718456715364892572896314486531279193472685,24,0.0,Beginner
....4.25..3...6.84.4...3....8.3..9..72.........16........7.9.....5....49..75...3.,976841253532976184148253697684327915729415368351698472413789526865132749297564831,24,0.0,Beginner
.5........7.8..5.......71.65.2.4.6....9..82..7...95..12....9.....146...9.........,156324987973816524824957136532741698419638275768295341245179863381462759697583412,24,0.0,Beginner
.....21..6..87...95....6....89.....17..4..28...12....3.....4.18.6..1.......6.7...,348952176612873549597146832289735461736491285451268793975324618864519327123687954,25,0.0,Beginner
....1...6......93875...3......4.82.3.3..5....4.5..6.......7..4..6....3..87...1..2,983214576142765938756983124617498253238157469495326781321679845569842317874531692,25,0.0,Beginner
..1..73..3...6521...7....6.......8...95...6.2..24.3......351.........5.4.......8.,261847395348965217957132468713526849495718632682493751874351926136289574529674183,24,0.0,Beginner
92.........6..4...4.....7.6..8..2..73..9.....264.....8.1...78..6.....39..3.2.....,921675483786134529453829716198452637375968241264713958512397864647581392839246175,24,0.0,Beginner
74...1......5...2....2.......4.9.68.......71...9.12....976.4.....8......3.....15.,742931865961548327835276491514397682283465719679812543197654238458123976326789154,23,0.0,Beginner
9....24.3..19....82.3...9.........7.6.48.1.....5..4......36....36.....5......8..2,956782413741936528283145967829653174634871295175294386512367849368429751497518632,24,0.0,Beginner
....3981...8.....79.....25..2...4.96...6.....3...18...2.......9..6.91......57....,652739814138245967974186253821354796549627138367918542215863479786491325493572681,24,0.0,Beginner
....92.........482...1..3.9.8...3..73.4.6..5.....57.......24.....1..6.4.8...1...3,638492571917635482452178369185243697374961258269857134593724816721386945846519723,25,0.0,Beginner
....5...4..3.16.59...8.42......93....62.8......5.......1872.............9.6.3.8..,271359684843216759659874213184693527362587491795142368418725936537968142926431875,24,0.0,Beginner
7.......294..5...........542.14......8.17....47.....6.......7..852.6..4....8.36..,715634892943258176628917354231496587586172439479385261364529718852761943197843625,25,0.0,Beginner
8....1.93.9............4.1.6....8...4.1..27..5..6..1...872.5......7.......6...3.8,842571693193826457765394812679138524431952786528647139387265941914783265256419378,24,0.0,Beginner
..3..72.1...........52..98.......8...6.5...1...8.63.7.8...52.6.........9.79......,683497251792815634145236987531724896467589312928163475814952763256378149379641528,23,0.0,Beginner
.5.6......64.....7...58.9..13..2..6........14....68....7.85......9.1.2..4.2.7....,957643182864291537321587946138924765296735814745168329673852491589416273412379658,25,0.0,Beginner
.2..69.3.1..........3.25..78.....37..17....493....4..24..........5..6.1....27....,724869531156437298983125467842691375517382649369754182498513726275946813631278954,25,0.0,Beginner
4.6..5.7...736...4..2.1....1...574.9....8...18.....2.....4..5.6..8.....7..1..9...,436895172517362894982714635163257489294683751875941263729438516358126947641579328,26,0.0,Beginner
......8..2..6...3...47..9.6.....9.6.....8.12..82.3...5.7.36......8.......29...4..,756913842291648537834752916517429368963587124482136795175364289348295671629871453,24,0.0,Beginner
...7.86......21..78..5...9........1....9....6.42..3....9.....5831.......6.4..57..,523798641469321587871546392756482913138957426942163875297634158315879264684215739,24,0.0,Beginner
28..1..4.......8.3..7.5.6..3.....2.7..534..............4..2.3.....4.9.1....8....5,286713549519264873437958621394186257175342986862597134741625398658439712923871465,23,0.0,Beginner
....2.3..4.3.9...7.....69.4.3...9.62214...8...8...3..........1.8...6....1..8.4...,951427386463598127728316954537189462214675839689243571346952718895761243172834695,25,0.0,Beginner
...8.52...17..9.....2...8.97...6..3...9.4...5.5.....1..3....7.....9...4....1.4...,493875261817629354562413879741568932329741685658392417134256798285937146976184523,23,0.0,Beginner
.8....5...149.56......68.3.9.......27..........1.7...689...3...6...2.....23.....9,386247591214935687579168234968451372752396148431872956897613425645729813123584769,24,0.0,Beginner
.....48..79.58........9.....75....4.1.62.............751.3..2....48....16.24..5..,253614879791583426468792315875936142146257938329148657517369284934825761682471593,25,0.0,Beginner
.1...5.7......91.3..9....6...6.1.4.....82...9.37.......6.1.7.5.......3..8.5......,318645972654279183729381564986713425541826739237954816463197258192568347875432691,23,0.0,Beginner
.6....458.79.........4...7....1.6.45..6.8..2...13.....7.......2.25.9....1....5.97,362971458479658231518432679837126945946587123251349786793814562625793814184265397,26,0.0,Beginner
....1.5.....4.23...34..8.......6......2.7..61...8.1937...5....6.79...2.8.6.......,927613584681452379534798612713964825892375461456821937248537196379146258165289743,25,0.0,Beginner
...4.18.3..8...6.5..76..91.....2..39.5...3.......5..8......61..6.5.4....7.4......,562491873198732645347685912876124539459863721231957486983276154615348297724519368,25,0.0,Beginner
.5..72.8...9....41...96..2..8...6...4..8....9......87.9..635....7..2.....25..9...,354172986269583741817964523781296354432857169596341872948635217173428695625719438,26,0.0,Beginner
.....6...5.....2...1.798...4.3..2......4..........783..971..6.....5.971...5.....2,748256391569341278312798456473812569986435127251967834897123645624589713135674982,24,0.0,Beginner
.7.153.6.8..................1.36...5.......7.7..42.....2....4..3.4.8...15....128.,472153968856294137931876524219367845645918372783425619128739456364582791597641283,24,0.0,Beginner
...7.1.3.7.3.9..1.....3.5..5......6....95...1.47....5.8..27.....1...34..4...6.8..,658741932723895614194632587581427369362958741947316258836274195219583476475169823,26,0.0,Beginner
...2.1.3...1...4..7......95....4.91...43.7...1.69.....6...2...7.5...9...2..6...5.,945271638361598472728463195572846913894317526136952784689125347453789261217634859,25,0.0,Beginner
.39.6..7......5.....14..5...1.....34.78..6...6..1.........13.......7....2..5..39.,539861472746325918821497563912758634378246159654139287485913726193672845267584391,23,0.0,Beginner
.....7.1...12...3...2..578..684..2.......69.3.4.........6...52.28..9.......8.....,854937612791268435632145789368419257127586943549723861916374528285691374473852196,24,0.0,Beginner
...........968...5......863.1...7.963......5.87..361.........39...51........7.2.4,683745921129683475457192863214857396396421758875936142741268539932514687568379214,25,0.0,Beginner
....2..96..9..72.5..14.....457..1.8..9..4..5..6...8.......75....76....43......7..,785123496349687215621459837457231689893746152162598374214375968976812543538964721,26,0.0,Beginner
.....69..14.........23.4.......972...2....8....1..8..7957.....3.....3..8.6....5..,375216984148579362692384751486197235729435816531628497957862143214953678863741529,23,0.0,Beginner
3.8.4.....627.....1.5....6..1......4...975....5.6.......952...1....38..7......3..,398246715462751893175893462916382574284975136753614289839527641621438957547169328,24,0.0,Beginner
7.98.5...6..1..8.........9.8..4...1.....5..4.2....7..5..6...789.2.9..........3.6.,739845126654192873182376594865439217973251648241687935316524789427968351598713462,24,0.0,Beginner
3.......6..23..9..9...1.7....3..6.45.5...4..3.......8..9......7...7..8..26....31.,318975426672348951945612738783196245159284673426537189891423567534761892267859314,24,0.0,Beginner
95..6...4...8.........5..1...6..1..92.....3..4....98...13...7..67...2..........35,957163284142897653368254917786321549291485376435679821513948762674532198829716435,23,0.0,Beginner
